date,dealer_id,bays_express,bay_capacity_hours,express_lane_ros,utilization,ro_per_bay_hour
2025-06-23,D265,2,96,80,0.46509853658132333,0.8333
2025-06-30,D265,2,96,84,0.45937717399523126,0.875
2025-07-07,D265,2,96,98,0.42982501924666955,1.0208
2025-07-14,D265,2,96,90,0.486421615520093,0.9375
2025-07-21,D265,2,96,85,0.4977638902883727,0.8854
2025-07-28,D265,2,96,91,0.49962098973126534,0.9479
2025-08-04,D265,2,96,82,0.3773429508698736,0.8542
2025-08-11,D265,2,96,91,0.47818906812075535,0.9479
2025-08-18,D265,2,96,74,0.4342838104562298,0.7708
2025-08-25,D265,2,96,83,0.4270893009907482,0.8646
2025-09-01,D265,2,96,91,0.5700879526186117,0.9479
2025-03-10,D266,5,240,179,0.6449512666517015,0.7458
2025-03-17,D266,5,240,163,0.7012491149747639,0.6792
2025-03-24,D266,5,240,197,0.7258970691979976,0.8208
2025-03-31,D266,5,240,220,0.6246949737552634,0.9167
2025-04-07,D266,5,240,196,0.6970369189668936,0.8167
2025-04-14,D266,5,240,165,0.7237512402418117,0.6875
2025-04-21,D266,5,240,204,0.6987003173326634,0.85
2025-04-28,D266,5,240,165,0.7656231679608992,0.6875
2025-05-05,D266,5,240,193,0.6702620416025766,0.8042
2025-05-12,D266,5,240,199,0.758175932402531,0.8292
2025-05-19,D266,5,240,166,0.7442609513824197,0.6917
2025-05-26,D266,5,240,187,0.712064353202793,0.7792
2025-06-02,D266,5,240,124,0.6737071734449186,0.5167
2025-06-09,D266,5,240,195,0.7425126566083975,0.8125
2025-06-16,D266,5,240,182,0.8116601240725883,0.7583
2025-06-23,D266,5,240,163,0.7805874606040186,0.6792
2025-06-30,D266,5,240,178,0.6498497432278911,0.7417
2025-07-07,D266,5,240,205,0.7176482746483922,0.8542
2025-07-14,D266,5,240,186,0.7700937238271144,0.775
2025-07-21,D266,5,240,180,0.6836030950639465,0.75
2025-07-28,D266,5,240,184,0.642390542020151,0.7667
2025-08-04,D266,5,240,141,0.7901489106126841,0.5875
2025-08-11,D266,5,240,156,0.741170174090789,0.65
2025-08-18,D266,5,240,169,0.8295954222125863,0.7042
2025-08-25,D266,5,240,189,0.690074432058251,0.7875
2025-09-01,D266,5,240,182,0.6574683097303177,0.7583
2025-03-10,D267,5,240,95,0.3835160936448839,0.3958
2025-03-17,D267,5,240,63,0.4556124521616208,0.2625
2025-03-24,D267,5,240,97,0.46042215533841757,0.4042
2025-03-31,D267,5,240,84,0.48276549679270536,0.35
2025-04-07,D267,5,240,99,0.5625020664769129,0.4125
2025-04-14,D267,5,240,87,0.5342578048314741,0.3625
2025-04-21,D267,5,240,114,0.3355552591377069,0.475
2025-04-28,D267,5,240,98,0.4224842319483009,0.4083
2025-05-05,D267,5,240,101,0.5139579530050653,0.4208
2025-05-12,D267,5,240,89,0.4397228284727016,0.3708
2025-05-19,D267,5,240,96,0.46442690169186246,0.4
2025-05-26,D267,5,240,66,0.38585675877500797,0.275
2025-06-02,D267,5,240,94,0.4623189238902594,0.3917
2025-06-09,D267,5,240,87,0.49742490264387307,0.3625
2025-06-16,D267,5,240,94,0.5212355699416494,0.3917
2025-06-23,D267,5,240,86,0.44561925334735025,0.3583
2025-06-30,D267,5,240,76,0.4248840612565889,0.3167
2025-07-07,D267,5,240,107,0.41720402093155096,0.4458
2025-07-14,D267,5,240,85,0.4655346367202054,0.3542
2025-07-21,D267,5,240,89,0.4516918619787314,0.3708
2025-07-28,D267,5,240,85,0.43087074210848936,0.3542
2025-08-04,D267,5,240,94,0.5313926633069017,0.3917
2025-08-11,D267,5,240,86,0.46479098454254675,0.3583
2025-08-18,D267,5,240,103,0.48887966306255753,0.4292
2025-08-25,D267,5,240,85,0.4676892910949667,0.3542
2025-09-01,D267,5,240,89,0.3980835895677184,0.3708
2025-03-10,D268,2,96,127,0.7123661220580112,1.3229
2025-03-17,D268,2,96,104,0.658902009090122,1.0833
2025-03-24,D268,2,96,169,0.5366233752807286,1.7604
2025-03-31,D268,2,96,133,0.5743913410300057,1.3854
2025-04-07,D268,2,96,170,0.5969739728105066,1.7708
2025-04-14,D268,2,96,144,0.6702880228553296,1.5
2025-04-21,D268,2,96,157,0.6203021231750246,1.6354
2025-04-28,D268,2,96,127,0.5547238849550373,1.3229
2025-05-05,D268,2,96,111,0.6796973746116768,1.1562
2025-05-12,D268,2,96,132,0.6137546764152224,1.375
2025-05-19,D268,2,96,123,0.6431940170863589,1.2812
2025-05-26,D268,2,96,153,0.571452862094327,1.5938
2025-06-02,D268,2,96,145,0.642438779583223,1.5104
2025-06-09,D268,2,96,151,0.5449585139875132,1.5729
2025-06-16,D268,2,96,134,0.612997397992123,1.3958
2025-06-23,D268,2,96,135,0.6419365066666988,1.4062
2025-06-30,D268,2,96,135,0.5519496783677951,1.4062
2025-07-07,D268,2,96,142,0.6781946462343824,1.4792
2025-07-14,D268,2,96,168,0.6042417588809215,1.75
2025-07-21,D268,2,96,162,0.5990956582325769,1.6875
2025-07-28,D268,2,96,158,0.6376620869980387,1.6458
2025-08-04,D268,2,96,145,0.6122476154267075,1.5104
2025-08-11,D268,2,96,166,0.6108702558267805,1.7292
2025-08-18,D268,2,96,151,0.6168140795730064,1.5729
2025-08-25,D268,2,96,131,0.5936129508007265,1.3646
2025-09-01,D268,2,96,166,0.5873635429708797,1.7292
2025-03-10,D269,5,240,185,0.6167306966408654,0.7708
2025-03-17,D269,5,240,155,0.5654649290065795,0.6458
2025-03-24,D269,5,240,143,0.85,0.5958
2025-03-31,D269,5,240,183,0.6789018512370583,0.7625
2025-04-07,D269,5,240,194,0.7131062148894763,0.8083
2025-04-14,D269,5,240,206,0.6613866454106578,0.8583
2025-04-21,D269,5,240,229,0.644489212018312,0.9542
2025-04-28,D269,5,240,202,0.6527249427185299,0.8417
2025-05-05,D269,5,240,169,0.6817451739629331,0.7042
2025-05-12,D269,5,240,153,0.6737571013852122,0.6375
2025-05-19,D269,5,240,235,0.6538799730339322,0.9792
2025-05-26,D269,5,240,184,0.7373242731712342,0.7667
2025-06-02,D269,5,240,186,0.7213677547856495,0.775
2025-06-09,D269,5,240,178,0.718765998814446,0.7417
2025-06-16,D269,5,240,177,0.7515444385346244,0.7375
2025-06-23,D269,5,240,184,0.7085924081545679,0.7667
2025-06-30,D269,5,240,209,0.7959787426027589,0.8708
2025-07-07,D269,5,240,194,0.6607860160679898,0.8083
2025-07-14,D269,5,240,159,0.707372878489813,0.6625
2025-07-21,D269,5,240,197,0.7111328966421383,0.8208
2025-07-28,D269,5,240,178,0.6177887675982072,0.7417
2025-08-04,D269,5,240,193,0.6651231098548259,0.8042
2025-08-11,D269,5,240,162,0.7030136000265869,0.675
2025-08-18,D269,5,240,190,0.6124001945587834,0.7917
2025-08-25,D269,5,240,220,0.7302262249671594,0.9167
2025-09-01,D269,5,240,201,0.768252985653076,0.8375
2025-03-10,D270,2,96,84,0.44562309530384114,0.875
2025-03-17,D270,2,96,108,0.366470736394532,1.125
2025-03-24,D270,2,96,81,0.4042243459357943,0.8438
2025-03-31,D270,2,96,98,0.5306897558624447,1.0208
2025-04-07,D270,2,96,84,0.4149322336567081,0.875
2025-04-14,D270,2,96,100,0.512712552470837,1.0417
2025-04-21,D270,2,96,92,0.4675323194281117,0.9583
2025-04-28,D270,2,96,94,0.527766291387856,0.9792
2025-05-05,D270,2,96,95,0.450200038609188,0.9896
2025-05-12,D270,2,96,115,0.4122161950650377,1.1979
2025-05-19,D270,2,96,73,0.4701876435367141,0.7604
2025-05-26,D270,2,96,102,0.426844854843455,1.0625
2025-06-02,D270,2,96,84,0.47708189604073237,0.875
2025-06-09,D270,2,96,92,0.47908819959678184,0.9583
2025-06-16,D270,2,96,87,0.37702388423862354,0.9062
2025-06-23,D270,2,96,108,0.5490188614795998,1.125
2025-06-30,D270,2,96,81,0.402525144983104,0.8438
2025-07-07,D270,2,96,88,0.419129539599683,0.9167
2025-07-14,D270,2,96,99,0.4129031097229181,1.0312
2025-07-21,D270,2,96,78,0.39751262903069534,0.8125
2025-07-28,D270,2,96,91,0.4588898345716329,0.9479
2025-08-04,D270,2,96,93,0.4038946323307663,0.9688
2025-08-11,D270,2,96,102,0.38903872631434355,1.0625
2025-08-18,D270,2,96,99,0.3934509085985063,1.0312
2025-08-25,D270,2,96,93,0.42794044385944974,0.9688
2025-09-01,D270,2,96,101,0.49526959789364444,1.0521
2025-03-10,D271,2,96,218,0.6174181027356901,2.2708
2025-03-17,D271,2,96,180,0.6363610294741153,1.875
2025-03-24,D271,2,96,166,0.74889055718801,1.7292
2025-03-31,D271,2,96,165,0.6515011068684821,1.7188
2025-04-07,D271,2,96,162,0.7465292968528802,1.6875
2025-04-14,D271,2,96,138,0.6819609670365027,1.4375
2025-04-21,D271,2,96,155,0.6556585724773355,1.6146
2025-04-28,D271,2,96,179,0.6793658925337734,1.8646
2025-05-05,D271,2,96,150,0.7751146164989793,1.5625
2025-05-12,D271,2,96,198,0.774798839747175,2.0625
2025-05-19,D271,2,96,209,0.6435224964757518,2.1771
2025-05-26,D271,2,96,185,0.7920827815536327,1.9271
2025-06-02,D271,2,96,199,0.7632263279379339,2.0729
2025-06-09,D271,2,96,228,0.7343056407373241,2.375
2025-06-16,D271,2,96,164,0.7599730736682819,1.7083
2025-06-23,D271,2,96,184,0.7630249953147636,1.9167
2025-06-30,D271,2,96,185,0.6567726176103241,1.9271
2025-07-07,D271,2,96,186,0.6903050311568063,1.9375
2025-07-14,D271,2,96,182,0.7372136261613074,1.8958
2025-07-21,D271,2,96,178,0.6857467903434402,1.8542
2025-07-28,D271,2,96,181,0.6804530774955612,1.8854
2025-08-04,D271,2,96,176,0.7478991688126955,1.8333
2025-08-11,D271,2,96,163,0.6710347981177378,1.6979
2025-08-18,D271,2,96,152,0.708888999551719,1.5833
2025-08-25,D271,2,96,230,0.7098835928261871,2.3958
2025-09-01,D271,2,96,216,0.6534990838297253,2.25
2025-03-10,D272,4,192,119,0.5546512401270371,0.6198
2025-03-17,D272,4,192,146,0.5332455501648915,0.7604
2025-03-24,D272,4,192,124,0.5647705947334988,0.6458
2025-03-31,D272,4,192,149,0.6003705168510064,0.776
2025-04-07,D272,4,192,152,0.6228675060112543,0.7917
2025-04-14,D272,4,192,148,0.5210139151826667,0.7708
2025-04-21,D272,4,192,150,0.5813409710417283,0.7812
2025-04-28,D272,4,192,143,0.5247467987207973,0.7448
2025-05-05,D272,4,192,148,0.5517936692540448,0.7708
2025-05-12,D272,4,192,148,0.5388280887235026,0.7708
2025-05-19,D272,4,192,125,0.6190402551204656,0.651
2025-05-26,D272,4,192,133,0.643446801581872,0.6927
2025-06-02,D272,4,192,151,0.6397871832452936,0.7865
2025-06-09,D272,4,192,140,0.5769018234693452,0.7292
2025-06-16,D272,4,192,119,0.6865666508008811,0.6198
2025-06-23,D272,4,192,134,0.6501154976921693,0.6979
2025-06-30,D272,4,192,139,0.5510626619554158,0.724
2025-07-07,D272,4,192,167,0.5661504765958715,0.8698
2025-07-14,D272,4,192,143,0.6523322518203963,0.7448
2025-07-21,D272,4,192,154,0.5651130307557365,0.8021
2025-07-28,D272,4,192,152,0.5994587230315693,0.7917
2025-08-04,D272,4,192,153,0.6481732344452503,0.7969
2025-08-11,D272,4,192,113,0.6685828320608737,0.5885
2025-08-18,D272,4,192,142,0.6432036877902303,0.7396
2025-08-25,D272,4,192,145,0.6075748715103104,0.7552
2025-09-01,D272,4,192,164,0.6755651298783834,0.8542
2025-03-10,D273,4,192,79,0.4400432562004601,0.4115
2025-03-17,D273,4,192,87,0.4082157186054107,0.4531
2025-03-24,D273,4,192,86,0.4597959779970124,0.4479
2025-03-31,D273,4,192,89,0.46082755299239225,0.4635
2025-04-07,D273,4,192,91,0.4525819392328251,0.474
2025-04-14,D273,4,192,76,0.42495292341751356,0.3958
2025-04-21,D273,4,192,98,0.38035445994909484,0.5104
2025-04-28,D273,4,192,114,0.3860708615303604,0.5938
2025-05-05,D273,4,192,92,0.4178203944739032,0.4792
2025-05-12,D273,4,192,89,0.46100641173765905,0.4635
2025-05-19,D273,4,192,79,0.514098029216488,0.4115
2025-05-26,D273,4,192,91,0.4370975003580055,0.474
2025-06-02,D273,4,192,109,0.4242328931556815,0.5677
2025-06-09,D273,4,192,109,0.4377155634734598,0.5677
2025-06-16,D273,4,192,105,0.41620277014175633,0.5469
2025-06-23,D273,4,192,78,0.4405232718011393,0.4062
2025-06-30,D273,4,192,91,0.48199414824290365,0.474
2025-07-07,D273,4,192,110,0.47843146641562756,0.5729
2025-07-14,D273,4,192,83,0.5003996088019775,0.4323
2025-07-21,D273,4,192,89,0.3828068903105884,0.4635
2025-07-28,D273,4,192,106,0.4115306539601588,0.5521
2025-08-04,D273,4,192,74,0.4696316301440466,0.3854
2025-08-11,D273,4,192,84,0.42030606069186205,0.4375
2025-08-18,D273,4,192,91,0.45605738010374214,0.474
2025-08-25,D273,4,192,90,0.38524923776197256,0.4688
2025-09-01,D273,4,192,73,0.4387557300248394,0.3802
2025-03-10,D274,3,144,193,0.7027708448943667,1.3403
2025-03-17,D274,3,144,150,0.7127728367830136,1.0417
2025-03-24,D274,3,144,186,0.6235350157923361,1.2917
2025-03-31,D274,3,144,186,0.7641430112204122,1.2917
2025-04-07,D274,3,144,196,0.7440070722286254,1.3611
2025-04-14,D274,3,144,201,0.7289917860133477,1.3958
2025-04-21,D274,3,144,222,0.7395098017308044,1.5417
2025-04-28,D274,3,144,199,0.7040772845851047,1.3819
2025-05-05,D274,3,144,201,0.7303847448277581,1.3958
2025-05-12,D274,3,144,201,0.697128931929953,1.3958
2025-05-19,D274,3,144,146,0.7167917499534704,1.0139
2025-05-26,D274,3,144,175,0.6156656022688252,1.2153
2025-06-02,D274,3,144,176,0.7425795411400529,1.2222
2025-06-09,D274,3,144,197,0.6974035851514867,1.3681
2025-06-16,D274,3,144,168,0.7121482906695292,1.1667
2025-06-23,D274,3,144,183,0.7160645304825314,1.2708
2025-06-30,D274,3,144,190,0.7016194589550946,1.3194
2025-07-07,D274,3,144,220,0.6796882028397275,1.5278
2025-07-14,D274,3,144,161,0.7347729252407715,1.1181
2025-07-21,D274,3,144,187,0.6728455584234315,1.2986
2025-07-28,D274,3,144,184,0.7310453765855398,1.2778
2025-08-04,D274,3,144,198,0.607832856220408,1.375
2025-08-11,D274,3,144,157,0.716236458477304,1.0903
2025-08-18,D274,3,144,206,0.7198373106351873,1.4306
2025-08-25,D274,3,144,200,0.6729249650320881,1.3889
2025-09-01,D274,3,144,176,0.6546805874669237,1.2222
2025-03-10,D275,3,144,97,0.34735410674549644,0.6736
2025-03-17,D275,3,144,87,0.43646792945382373,0.6042
2025-03-24,D275,3,144,74,0.33610969694919046,0.5139
2025-03-31,D275,3,144,74,0.4165652911856952,0.5139
2025-04-07,D275,3,144,72,0.39028773508484194,0.5
2025-04-14,D275,3,144,64,0.3914274205533436,0.4444
2025-04-21,D275,3,144,66,0.4084990740463307,0.4583
2025-04-28,D275,3,144,87,0.46095173955690005,0.6042
2025-05-05,D275,3,144,69,0.41252588133918916,0.4792
2025-05-12,D275,3,144,69,0.3801495682433341,0.4792
2025-05-19,D275,3,144,58,0.3241949116974914,0.4028
2025-05-26,D275,3,144,94,0.38706140070320505,0.6528
2025-06-02,D275,3,144,89,0.4656858599175243,0.6181
2025-06-09,D275,3,144,95,0.4200985167291821,0.6597
2025-06-16,D275,3,144,87,0.4083913358521992,0.6042
2025-06-23,D275,3,144,70,0.4471556948625307,0.4861
2025-06-30,D275,3,144,76,0.3917991317395086,0.5278
2025-07-07,D275,3,144,78,0.4109452623555177,0.5417
2025-07-14,D275,3,144,78,0.34459394929748666,0.5417
2025-07-21,D275,3,144,87,0.34764327043212345,0.6042
2025-07-28,D275,3,144,76,0.46813717526073484,0.5278
2025-08-04,D275,3,144,88,0.38521307347065553,0.6111
2025-08-11,D275,3,144,78,0.4329284308050714,0.5417
2025-08-18,D275,3,144,83,0.46370517814929046,0.5764
2025-08-25,D275,3,144,84,0.4295506225309696,0.5833
2025-09-01,D275,3,144,77,0.4080573903647434,0.5347
2025-03-10,D276,2,96,173,0.7577537618295387,1.8021
2025-03-17,D276,2,96,169,0.637842696866987,1.7604
2025-03-24,D276,2,96,197,0.6759440354141832,2.0521
2025-03-31,D276,2,96,216,0.7351205179296338,2.25
2025-04-07,D276,2,96,178,0.6903836466821992,1.8542
2025-04-14,D276,2,96,163,0.7105214972484085,1.6979
2025-04-21,D276,2,96,158,0.6941960902681984,1.6458
2025-04-28,D276,2,96,186,0.7591443178041296,1.9375
2025-05-05,D276,2,96,179,0.7038007829342975,1.8646
2025-05-12,D276,2,96,173,0.7639603308870331,1.8021
2025-05-19,D276,2,96,214,0.7660244192010408,2.2292
2025-05-26,D276,2,96,165,0.7802338394024027,1.7188
2025-06-02,D276,2,96,193,0.7215147718924766,2.0104
2025-06-09,D276,2,96,174,0.7363724349305475,1.8125
2025-06-16,D276,2,96,181,0.7192512105940111,1.8854
2025-06-23,D276,2,96,182,0.7507226395446361,1.8958
2025-06-30,D276,2,96,207,0.6655913953121481,2.1562
2025-07-07,D276,2,96,180,0.7474136664036903,1.875
2025-07-14,D276,2,96,203,0.7232284199043504,2.1146
2025-07-21,D276,2,96,164,0.7774139728706955,1.7083
2025-07-28,D276,2,96,169,0.7356813226766208,1.7604
2025-08-04,D276,2,96,180,0.7103405659505428,1.875
2025-08-11,D276,2,96,201,0.6801536505323655,2.0938
2025-08-18,D276,2,96,179,0.7425746061929972,1.8646
2025-08-25,D276,2,96,154,0.776593123232417,1.6042
2025-09-01,D276,2,96,207,0.6651756955220469,2.1562
2025-03-10,D277,2,96,181,0.7585031433749992,1.8854
2025-03-17,D277,2,96,176,0.7068636964838909,1.8333
2025-03-24,D277,2,96,183,0.7052209915447956,1.9062
2025-03-31,D277,2,96,183,0.6947607331229733,1.9062
2025-04-07,D277,2,96,203,0.6977639239010411,2.1146
2025-04-14,D277,2,96,185,0.7266621364182574,1.9271
2025-04-21,D277,2,96,172,0.6762599807799992,1.7917
2025-04-28,D277,2,96,155,0.6317596327670952,1.6146
2025-05-05,D277,2,96,161,0.743578867910777,1.6771
2025-05-12,D277,2,96,154,0.679715929057256,1.6042
2025-05-19,D277,2,96,181,0.6953640950131845,1.8854
2025-05-26,D277,2,96,189,0.7520136590203056,1.9688
2025-06-02,D277,2,96,196,0.7369314731491213,2.0417
2025-06-09,D277,2,96,203,0.689369920955505,2.1146
2025-06-16,D277,2,96,158,0.7916063384308512,1.6458
2025-06-23,D277,2,96,184,0.7288064939533572,1.9167
2025-06-30,D277,2,96,195,0.6907278102980708,2.0312
2025-07-07,D277,2,96,154,0.6909169083119239,1.6042
2025-07-14,D277,2,96,221,0.8179938513733256,2.3021
2025-07-21,D277,2,96,186,0.7226035171570945,1.9375
2025-07-28,D277,2,96,158,0.6626588734445835,1.6458
2025-08-04,D277,2,96,223,0.7470831005564578,2.3229
2025-08-11,D277,2,96,172,0.6932279924257662,1.7917
2025-08-18,D277,2,96,168,0.6009256874842624,1.75
2025-08-25,D277,2,96,156,0.7480553569128303,1.625
2025-09-01,D277,2,96,171,0.6468075989036204,1.7812
2025-03-10,D278,3,144,86,0.4723298896593372,0.5972
2025-03-17,D278,3,144,96,0.4849875642772718,0.6667
2025-03-24,D278,3,144,77,0.5105297978209279,0.5347
2025-03-31,D278,3,144,85,0.4480195342136694,0.5903
2025-04-07,D278,3,144,81,0.5843842279119938,0.5625
2025-04-14,D278,3,144,84,0.4669892282707077,0.5833
2025-04-21,D278,3,144,87,0.4468224623581011,0.6042
2025-04-28,D278,3,144,87,0.47722638586734223,0.6042
2025-05-05,D278,3,144,99,0.6000000000000001,0.6875
2025-05-12,D278,3,144,95,0.5350062106562392,0.6597
2025-05-19,D278,3,144,88,0.5139232500795292,0.6111
2025-05-26,D278,3,144,95,0.490126991653858,0.6597
2025-06-02,D278,3,144,92,0.49995923635793516,0.6389
2025-06-09,D278,3,144,82,0.47038357799080216,0.5694
2025-06-16,D278,3,144,116,0.4508316389689682,0.8056
2025-06-23,D278,3,144,95,0.4624879029416486,0.6597
2025-06-30,D278,3,144,88,0.5584184878233109,0.6111
2025-07-07,D278,3,144,93,0.5006037994914002,0.6458
2025-07-14,D278,3,144,102,0.4144524552805392,0.7083
2025-07-21,D278,3,144,87,0.42174961766155067,0.6042
2025-07-28,D278,3,144,82,0.4748332701781486,0.5694
2025-08-04,D278,3,144,76,0.4248526525170659,0.5278
2025-08-11,D278,3,144,89,0.4368189189220206,0.6181
2025-08-18,D278,3,144,114,0.39773006991631443,0.7917
2025-08-25,D278,3,144,81,0.5105444918815021,0.5625
2025-09-01,D278,3,144,94,0.450286203270477,0.6528
2025-03-10,D279,3,144,81,0.4282141263857884,0.5625
2025-03-17,D279,3,144,86,0.40713389058867355,0.5972
2025-03-24,D279,3,144,83,0.4267353031976352,0.5764
2025-03-31,D279,3,144,65,0.46305753847658715,0.4514
2025-04-07,D279,3,144,77,0.33265916253933414,0.5347
2025-04-14,D279,3,144,75,0.40203536054855193,0.5208
2025-04-21,D279,3,144,81,0.3508579793906178,0.5625
2025-04-28,D279,3,144,98,0.4127425268130656,0.6806
2025-05-05,D279,3,144,86,0.359513944040986,0.5972
2025-05-12,D279,3,144,103,0.45791015220227815,0.7153
2025-05-19,D279,3,144,92,0.4547900951179734,0.6389
2025-05-26,D279,3,144,92,0.40035322482052693,0.6389
2025-06-02,D279,3,144,79,0.48589443021071954,0.5486
2025-06-09,D279,3,144,74,0.5217007502364595,0.5139
2025-06-16,D279,3,144,91,0.4924337768055202,0.6319
2025-06-23,D279,3,144,95,0.4342285867508497,0.6597
2025-06-30,D279,3,144,88,0.43631637478582447,0.6111
2025-07-07,D279,3,144,90,0.48260237808984024,0.625
2025-07-14,D279,3,144,95,0.4104052519841196,0.6597
2025-07-21,D279,3,144,98,0.46961844218977916,0.6806
2025-07-28,D279,3,144,106,0.45729844066846115,0.7361
2025-08-04,D279,3,144,115,0.5075600396287875,0.7986
2025-08-11,D279,3,144,92,0.455033209565512,0.6389
2025-08-18,D279,3,144,81,0.5537063152786168,0.5625
2025-08-25,D279,3,144,117,0.4593088225798809,0.8125
2025-09-01,D279,3,144,85,0.43732085134370013,0.5903
2025-03-10,D280,3,144,83,0.47597170770802744,0.5764
2025-03-17,D280,3,144,96,0.4904858894948509,0.6667
2025-03-24,D280,3,144,95,0.46468365009788776,0.6597
2025-03-31,D280,3,144,87,0.48270920878175194,0.6042
2025-04-07,D280,3,144,106,0.47732745051498987,0.7361
2025-04-14,D280,3,144,92,0.432538475473671,0.6389
2025-04-21,D280,3,144,72,0.5201920448995032,0.5
2025-04-28,D280,3,144,88,0.43217614613841854,0.6111
2025-05-05,D280,3,144,70,0.417809944849027,0.4861
2025-05-12,D280,3,144,90,0.4413514606744494,0.625
2025-05-19,D280,3,144,109,0.44314941237908584,0.7569
2025-05-26,D280,3,144,89,0.45120272502201686,0.6181
2025-06-02,D280,3,144,101,0.46477524495762557,0.7014
2025-06-09,D280,3,144,77,0.4679973962467445,0.5347
2025-06-16,D280,3,144,81,0.46260378644056993,0.5625
2025-06-23,D280,3,144,91,0.44439316263174045,0.6319
2025-06-30,D280,3,144,84,0.39459314190157824,0.5833
2025-07-07,D280,3,144,86,0.37698731886921355,0.5972
2025-07-14,D280,3,144,103,0.5441438434816108,0.7153
2025-07-21,D280,3,144,86,0.45212510519429383,0.5972
2025-07-28,D280,3,144,87,0.44939519280250656,0.6042
2025-08-04,D280,3,144,87,0.39380663701706675,0.6042
2025-08-11,D280,3,144,94,0.4747205660522082,0.6528
2025-08-18,D280,3,144,84,0.41214858225647844,0.5833
2025-08-25,D280,3,144,88,0.4560056633011578,0.6111
2025-09-01,D280,3,144,106,0.3799323585646668,0.7361
2025-03-10,D281,4,192,159,0.6305881175552058,0.8281
2025-03-17,D281,4,192,144,0.5257862228332191,0.75
2025-03-24,D281,4,192,168,0.5721957453938816,0.875
2025-03-31,D281,4,192,125,0.5898008527763744,0.651
2025-04-07,D281,4,192,127,0.6322951942829457,0.6615
2025-04-14,D281,4,192,139,0.5098005528107747,0.724
2025-04-21,D281,4,192,150,0.6453412590093073,0.7812
2025-04-28,D281,4,192,137,0.6002123556909906,0.7135
2025-05-05,D281,4,192,145,0.5591011679577474,0.7552
2025-05-12,D281,4,192,134,0.5519055294857008,0.6979
2025-05-19,D281,4,192,110,0.7063827879981956,0.5729
2025-05-26,D281,4,192,130,0.5906336907680917,0.6771
2025-06-02,D281,4,192,133,0.5622873256308513,0.6927
2025-06-09,D281,4,192,132,0.5581191649972179,0.6875
2025-06-16,D281,4,192,157,0.6033633114885829,0.8177
2025-06-23,D281,4,192,132,0.5963353593904859,0.6875
2025-06-30,D281,4,192,113,0.6201880161937395,0.5885
2025-07-07,D281,4,192,154,0.5455602210976688,0.8021
2025-07-14,D281,4,192,130,0.540687006378305,0.6771
2025-07-21,D281,4,192,173,0.5985317768019749,0.901
2025-07-28,D281,4,192,140,0.5856147046250908,0.7292
2025-08-04,D281,4,192,117,0.5899565730421431,0.6094
2025-08-11,D281,4,192,146,0.604198515692334,0.7604
2025-08-18,D281,4,192,136,0.5470278169862678,0.7083
2025-08-25,D281,4,192,131,0.5908736016604248,0.6823
2025-09-01,D281,4,192,140,0.6977084626738674,0.7292
2025-03-10,D282,3,144,158,0.6664676423257982,1.0972
2025-03-17,D282,3,144,128,0.6535043165724628,0.8889
2025-03-24,D282,3,144,143,0.6118947638558078,0.9931
2025-03-31,D282,3,144,144,0.6029039209857525,1.0
2025-04-07,D282,3,144,137,0.6418923781225848,0.9514
2025-04-14,D282,3,144,119,0.5612403838955555,0.8264
2025-04-21,D282,3,144,136,0.5927740568029164,0.9444
2025-04-28,D282,3,144,149,0.6465658975786447,1.0347
2025-05-05,D282,3,144,170,0.6479585335321769,1.1806
2025-05-12,D282,3,144,157,0.5683212834260951,1.0903
2025-05-19,D282,3,144,115,0.6329294083422274,0.7986
2025-05-26,D282,3,144,134,0.5439572131443541,0.9306
2025-06-02,D282,3,144,128,0.5916592912428758,0.8889
2025-06-09,D282,3,144,146,0.5963211469033588,1.0139
2025-06-16,D282,3,144,137,0.5866595267165512,0.9514
2025-06-23,D282,3,144,152,0.6408286799602845,1.0556
2025-06-30,D282,3,144,146,0.6556928115088624,1.0139
2025-07-07,D282,3,144,142,0.580015912919146,0.9861
2025-07-14,D282,3,144,145,0.5726362869023298,1.0069
2025-07-21,D282,3,144,176,0.6239354482480549,1.2222
2025-07-28,D282,3,144,153,0.6355733689724435,1.0625
2025-08-04,D282,3,144,142,0.6291504077102481,0.9861
2025-08-11,D282,3,144,143,0.7044124609340561,0.9931
2025-08-18,D282,3,144,127,0.6251308720806908,0.8819
2025-08-25,D282,3,144,176,0.606719828947984,1.2222
2025-09-01,D282,3,144,133,0.5641852159234452,0.9236
2025-03-10,D283,4,192,223,0.7811500045942675,1.1615
2025-03-17,D283,4,192,227,0.7758080522374542,1.1823
2025-03-24,D283,4,192,204,0.8252327476595512,1.0625
2025-03-31,D283,4,192,189,0.8042585102059872,0.9844
2025-04-07,D283,4,192,206,0.7883789600908075,1.0729
2025-04-14,D283,4,192,220,0.7172886763287001,1.1458
2025-04-21,D283,4,192,174,0.7174771312372253,0.9062
2025-04-28,D283,4,192,205,0.8435394723898852,1.0677
2025-05-05,D283,4,192,237,0.7123107719646984,1.2344
2025-05-12,D283,4,192,253,0.7373033940500445,1.3177
2025-05-19,D283,4,192,228,0.7856246859979117,1.1875
2025-05-26,D283,4,192,215,0.8227199128477725,1.1198
2025-06-02,D283,4,192,231,0.7167457560652023,1.2031
2025-06-09,D283,4,192,219,0.6724904030824522,1.1406
2025-06-16,D283,4,192,207,0.7669554830094613,1.0781
