date,dealer_id,parts_loyalty,auto_replenishment,maintenance_penetration,bulk_oil_penetration,express_lane_ros,service_lane_utilization,time_in_bay_maint_min,time_in_bay_adv_min,total_wait_min,retention_rate,compliance_score
2025-06-09,D432,0.548,0.457,0.361,0.439,140,0.625,35.6,70.7,76.1,0.534,0.699
2025-06-16,D432,0.53,0.432,0.337,0.347,129,0.532,33.0,68.1,80.0,0.564,0.72
2025-06-23,D432,0.562,0.491,0.288,0.451,135,0.631,31.1,74.2,81.8,0.578,0.732
2025-06-30,D432,0.511,0.587,0.323,0.339,101,0.66,31.4,81.3,82.5,0.554,0.685
2025-07-07,D432,0.564,0.548,0.324,0.444,140,0.587,33.0,69.4,79.3,0.594,0.748
2025-07-14,D432,0.525,0.449,0.353,0.434,128,0.563,27.4,77.0,81.8,0.547,0.703
2025-07-21,D432,0.609,0.474,0.427,0.455,132,0.505,27.1,74.2,79.1,0.649,0.774
2025-07-28,D432,0.537,0.502,0.363,0.502,120,0.696,34.0,65.5,85.9,0.494,0.715
2025-08-04,D432,0.615,0.5,0.319,0.378,170,0.641,32.9,79.7,79.2,0.521,0.722
2025-08-11,D432,0.554,0.475,0.363,0.386,150,0.605,34.1,76.8,81.5,0.553,0.703
2025-08-18,D432,0.587,0.503,0.344,0.38,145,0.612,26.3,74.2,73.1,0.577,0.733
2025-08-25,D432,0.557,0.468,0.331,0.476,139,0.604,32.2,68.7,76.6,0.532,0.738
2025-09-01,D432,0.621,0.562,0.392,0.43,122,0.619,28.8,75.0,70.7,0.592,0.725
2025-03-10,D433,0.45,0.335,0.199,0.269,83,0.406,42.6,87.6,94.1,0.44,0.603
2025-03-17,D433,0.469,0.345,0.193,0.317,76,0.453,46.7,87.7,95.6,0.483,0.528
2025-03-24,D433,0.384,0.313,0.207,0.309,87,0.469,41.5,75.4,101.3,0.438,0.64
2025-03-31,D433,0.361,0.267,0.206,0.241,76,0.441,44.8,84.4,97.4,0.461,0.552
2025-04-07,D433,0.381,0.396,0.179,0.298,74,0.473,45.6,87.6,87.3,0.457,0.568
2025-04-14,D433,0.399,0.321,0.297,0.324,78,0.336,42.0,86.7,99.4,0.444,0.551
2025-04-21,D433,0.364,0.234,0.253,0.293,66,0.395,41.1,90.7,98.1,0.447,0.611
2025-04-28,D433,0.349,0.236,0.264,0.297,66,0.272,38.9,90.4,98.7,0.482,0.541
2025-05-05,D433,0.445,0.234,0.24,0.296,79,0.308,38.4,83.3,91.5,0.436,0.571
2025-05-12,D433,0.381,0.37,0.257,0.251,78,0.359,41.2,88.3,96.9,0.417,0.582
2025-05-19,D433,0.384,0.328,0.158,0.285,71,0.395,38.0,80.1,89.6,0.455,0.497
2025-05-26,D433,0.384,0.29,0.234,0.248,85,0.317,42.0,95.4,92.7,0.443,0.533
2025-06-02,D433,0.42,0.304,0.209,0.329,84,0.359,42.5,84.2,91.9,0.494,0.55
2025-06-09,D433,0.492,0.219,0.205,0.193,82,0.343,41.1,80.9,95.6,0.43,0.509
2025-06-16,D433,0.404,0.297,0.265,0.299,97,0.443,40.6,91.2,90.1,0.453,0.521
2025-06-23,D433,0.331,0.323,0.275,0.263,85,0.337,37.5,92.8,91.0,0.486,0.568
2025-06-30,D433,0.335,0.226,0.176,0.252,94,0.41,41.1,91.8,95.3,0.463,0.575
2025-07-07,D433,0.398,0.272,0.233,0.309,76,0.43,45.9,82.6,88.2,0.45,0.502
2025-07-14,D433,0.411,0.253,0.216,0.362,82,0.465,42.9,93.0,94.0,0.385,0.506
2025-07-21,D433,0.451,0.285,0.261,0.352,82,0.352,43.3,90.0,105.0,0.39,0.613
2025-07-28,D433,0.391,0.373,0.226,0.331,83,0.494,48.8,82.6,98.2,0.433,0.551
2025-08-04,D433,0.465,0.277,0.18,0.177,78,0.361,39.1,88.0,87.1,0.461,0.61
2025-08-11,D433,0.385,0.288,0.214,0.364,73,0.399,36.6,86.8,88.7,0.438,0.564
2025-08-18,D433,0.384,0.366,0.279,0.231,65,0.411,40.5,82.3,91.0,0.423,0.523
2025-08-25,D433,0.422,0.357,0.276,0.354,84,0.445,42.8,83.3,93.9,0.433,0.471
2025-09-01,D433,0.364,0.347,0.298,0.206,76,0.424,39.0,83.9,90.5,0.455,0.583
2025-03-10,D434,0.52,0.274,0.181,0.295,79,0.403,44.5,89.3,95.3,0.397,0.552
2025-03-17,D434,0.442,0.33,0.221,0.328,84,0.434,42.8,85.2,98.3,0.477,0.545
2025-03-24,D434,0.426,0.368,0.276,0.279,101,0.42,41.0,87.3,95.2,0.429,0.551
2025-03-31,D434,0.418,0.246,0.187,0.172,89,0.385,48.6,84.0,89.5,0.424,0.477
2025-04-07,D434,0.389,0.323,0.238,0.29,94,0.428,42.5,84.3,99.5,0.454,0.546
2025-04-14,D434,0.362,0.329,0.196,0.251,91,0.379,45.4,89.4,99.9,0.409,0.456
2025-04-21,D434,0.393,0.346,0.185,0.278,71,0.45,45.9,83.6,91.4,0.464,0.601
2025-04-28,D434,0.4,0.239,0.259,0.327,81,0.43,41.2,93.0,100.4,0.444,0.564
2025-05-05,D434,0.348,0.309,0.281,0.334,72,0.44,45.8,80.1,89.3,0.517,0.589
2025-05-12,D434,0.515,0.371,0.273,0.327,85,0.406,41.2,82.9,91.2,0.465,0.567
2025-05-19,D434,0.363,0.258,0.198,0.224,75,0.522,44.3,89.4,89.4,0.432,0.553
2025-05-26,D434,0.347,0.411,0.209,0.416,74,0.37,40.8,83.6,90.0,0.447,0.583
2025-06-02,D434,0.398,0.189,0.241,0.253,79,0.418,44.5,81.2,92.5,0.469,0.588
2025-06-09,D434,0.436,0.45,0.159,0.24,77,0.358,39.4,83.0,86.7,0.426,0.508
2025-06-16,D434,0.491,0.281,0.25,0.198,90,0.343,40.4,89.0,92.1,0.437,0.586
2025-06-23,D434,0.422,0.345,0.208,0.342,74,0.375,40.4,82.5,99.4,0.54,0.571
2025-06-30,D434,0.432,0.263,0.268,0.252,108,0.376,36.7,89.4,80.6,0.462,0.584
2025-07-07,D434,0.408,0.34,0.298,0.265,82,0.339,45.9,83.1,91.6,0.44,0.599
2025-07-14,D434,0.39,0.3,0.179,0.181,56,0.388,40.0,87.1,101.1,0.402,0.627
2025-07-21,D434,0.362,0.267,0.231,0.292,77,0.408,41.0,80.2,105.0,0.451,0.575
2025-07-28,D434,0.442,0.261,0.173,0.348,74,0.464,42.7,91.7,82.5,0.484,0.573
2025-08-04,D434,0.455,0.397,0.256,0.26,76,0.402,45.1,89.4,90.2,0.448,0.63
2025-08-11,D434,0.428,0.294,0.206,0.297,69,0.373,42.2,84.6,105.1,0.476,0.58
2025-08-18,D434,0.434,0.358,0.244,0.33,79,0.352,45.4,91.1,97.7,0.486,0.536
2025-08-25,D434,0.417,0.328,0.238,0.352,69,0.386,41.8,84.8,90.9,0.398,0.549
2025-09-01,D434,0.409,0.312,0.214,0.344,78,0.355,36.6,81.9,91.4,0.445,0.541
2025-03-10,D435,0.661,0.619,0.432,0.75,188,0.609,32.8,70.6,69.9,0.628,0.795
2025-03-17,D435,0.669,0.702,0.539,0.598,156,0.682,31.6,65.7,70.4,0.614,0.821
2025-03-24,D435,0.634,0.583,0.476,0.531,160,0.706,28.1,60.4,71.3,0.637,0.917
2025-03-31,D435,0.626,0.688,0.457,0.591,145,0.671,34.0,66.1,79.4,0.635,0.825
2025-04-07,D435,0.614,0.708,0.436,0.564,178,0.721,32.0,66.0,70.5,0.64,0.786
2025-04-14,D435,0.696,0.642,0.454,0.677,194,0.639,28.3,64.8,72.9,0.618,0.826
2025-04-21,D435,0.594,0.647,0.421,0.586,190,0.656,30.7,63.3,74.8,0.641,0.852
2025-04-28,D435,0.662,0.629,0.414,0.66,152,0.756,33.5,68.8,76.4,0.694,0.792
2025-05-05,D435,0.639,0.705,0.439,0.572,184,0.681,34.0,68.9,74.2,0.66,0.838
2025-05-12,D435,0.612,0.61,0.342,0.522,167,0.617,32.0,61.7,68.8,0.687,0.818
2025-05-19,D435,0.705,0.659,0.442,0.703,190,0.677,30.9,72.4,72.2,0.632,0.885
2025-05-26,D435,0.704,0.6,0.394,0.521,165,0.772,27.5,67.8,74.2,0.614,0.829
2025-06-02,D435,0.699,0.609,0.471,0.508,215,0.75,31.4,69.7,72.9,0.653,0.85
2025-06-09,D435,0.561,0.663,0.516,0.548,150,0.689,30.1,72.3,76.5,0.638,0.805
2025-06-16,D435,0.689,0.69,0.428,0.635,162,0.653,29.8,65.4,83.5,0.641,0.899
2025-06-23,D435,0.622,0.621,0.415,0.614,165,0.692,29.8,66.8,78.0,0.581,0.757
2025-06-30,D435,0.642,0.575,0.52,0.585,164,0.715,29.2,59.8,81.2,0.636,0.797
2025-07-07,D435,0.589,0.657,0.498,0.636,183,0.658,32.0,73.6,75.7,0.676,0.857
2025-07-14,D435,0.626,0.652,0.498,0.627,181,0.617,27.6,68.1,62.0,0.611,0.822
2025-07-21,D435,0.567,0.649,0.438,0.61,205,0.702,32.6,64.7,76.0,0.706,0.856
2025-07-28,D435,0.652,0.705,0.441,0.659,140,0.599,33.0,69.7,74.5,0.628,0.771
2025-08-04,D435,0.681,0.661,0.411,0.588,177,0.74,31.0,72.1,71.5,0.683,0.9
2025-08-11,D435,0.643,0.637,0.536,0.617,198,0.707,26.6,64.6,66.7,0.629,0.783
2025-08-18,D435,0.665,0.675,0.429,0.548,183,0.743,23.1,65.2,71.9,0.657,0.892
2025-08-25,D435,0.659,0.653,0.466,0.604,141,0.694,31.8,68.2,78.9,0.576,0.816
2025-09-01,D435,0.659,0.677,0.495,0.638,183,0.763,33.5,72.3,76.2,0.626,0.831
2025-03-10,D436,0.653,0.57,0.476,0.607,181,0.709,31.0,71.0,73.7,0.646,0.761
2025-03-17,D436,0.654,0.629,0.392,0.619,203,0.791,31.9,66.3,65.7,0.685,0.778
2025-03-24,D436,0.655,0.521,0.485,0.727,185,0.687,27.2,64.1,81.1,0.62,0.843
2025-03-31,D436,0.705,0.605,0.485,0.609,198,0.654,29.1,70.8,76.9,0.641,0.847
2025-04-07,D436,0.595,0.522,0.425,0.632,158,0.707,27.8,65.8,72.1,0.637,0.745
2025-04-14,D436,0.694,0.681,0.447,0.589,191,0.768,34.2,67.2,85.4,0.623,0.871
2025-04-21,D436,0.655,0.569,0.481,0.505,164,0.739,30.1,67.3,73.6,0.59,0.85
2025-04-28,D436,0.59,0.664,0.421,0.588,124,0.72,31.3,60.6,74.1,0.649,0.947
2025-05-05,D436,0.656,0.627,0.434,0.541,193,0.679,33.0,69.9,80.1,0.634,0.825
2025-05-12,D436,0.661,0.627,0.505,0.738,156,0.676,29.2,63.4,78.9,0.628,0.848
2025-05-19,D436,0.62,0.592,0.449,0.601,164,0.706,28.9,71.2,63.9,0.665,0.756
2025-05-26,D436,0.646,0.597,0.494,0.592,194,0.719,25.4,68.8,72.3,0.634,0.756
2025-06-02,D436,0.649,0.658,0.57,0.643,215,0.749,34.2,70.4,81.0,0.55,0.905
2025-06-09,D436,0.627,0.631,0.488,0.587,151,0.754,30.5,66.4,72.1,0.665,0.829
2025-06-16,D436,0.566,0.719,0.474,0.596,208,0.692,30.7,69.7,73.6,0.653,0.768
2025-06-23,D436,0.657,0.658,0.375,0.62,152,0.733,30.6,66.0,72.6,0.612,0.821
2025-06-30,D436,0.694,0.55,0.453,0.656,193,0.653,31.1,67.7,73.3,0.601,0.797
2025-07-07,D436,0.754,0.67,0.462,0.714,191,0.672,30.3,59.4,70.0,0.651,0.81
2025-07-14,D436,0.633,0.655,0.445,0.667,214,0.705,28.6,63.7,69.4,0.696,0.73
2025-07-21,D436,0.603,0.589,0.392,0.599,171,0.681,34.1,68.3,79.0,0.671,0.826
2025-07-28,D436,0.658,0.632,0.441,0.611,203,0.649,37.6,62.1,70.0,0.623,0.933
2025-08-04,D436,0.581,0.672,0.461,0.533,195,0.706,26.3,68.0,76.1,0.646,0.896
2025-08-11,D436,0.627,0.651,0.473,0.536,200,0.719,35.5,69.7,68.2,0.636,0.854
2025-08-18,D436,0.672,0.638,0.446,0.691,210,0.768,27.5,65.0,71.0,0.644,0.759
2025-08-25,D436,0.672,0.672,0.399,0.554,182,0.619,36.4,67.9,81.5,0.62,0.859
2025-09-01,D436,0.673,0.653,0.462,0.579,157,0.659,30.5,68.3,76.0,0.653,0.862
2025-03-10,D437,0.588,0.692,0.38,0.515,207,0.679,29.2,62.7,74.9,0.636,0.863
2025-03-17,D437,0.636,0.69,0.501,0.534,174,0.688,29.6,73.9,77.1,0.64,0.845
2025-03-24,D437,0.584,0.685,0.484,0.614,194,0.659,31.4,74.9,77.7,0.671,0.863
2025-03-31,D437,0.621,0.722,0.502,0.623,226,0.764,31.0,71.6,67.6,0.686,0.747
2025-04-07,D437,0.665,0.691,0.479,0.677,191,0.724,32.7,76.7,68.8,0.668,0.73
2025-04-14,D437,0.654,0.67,0.457,0.6,211,0.625,31.4,66.4,71.4,0.633,0.927
2025-04-21,D437,0.641,0.767,0.495,0.645,168,0.628,28.7,62.5,72.6,0.653,0.856
2025-04-28,D437,0.615,0.646,0.48,0.548,221,0.688,28.7,65.7,73.0,0.65,0.859
2025-05-05,D437,0.687,0.693,0.451,0.57,176,0.727,33.2,66.0,79.0,0.625,0.891
2025-05-12,D437,0.67,0.63,0.398,0.618,173,0.802,26.5,76.3,72.4,0.642,0.85
2025-05-19,D437,0.619,0.633,0.509,0.714,207,0.695,30.2,66.1,83.2,0.64,0.764
2025-05-26,D437,0.659,0.603,0.472,0.631,190,0.735,27.2,69.5,74.5,0.592,0.86
2025-06-02,D437,0.634,0.683,0.439,0.627,186,0.777,33.1,61.1,67.5,0.59,0.844
2025-06-09,D437,0.693,0.616,0.424,0.671,214,0.765,33.0,66.3,74.5,0.609,0.772
2025-06-16,D437,0.619,0.658,0.41,0.687,174,0.709,33.0,58.0,74.4,0.636,0.749
2025-06-23,D437,0.637,0.721,0.448,0.492,209,0.701,35.1,70.6,72.8,0.66,0.906
2025-06-30,D437,0.713,0.649,0.478,0.568,193,0.639,28.6,76.7,73.3,0.624,0.843
2025-07-07,D437,0.632,0.672,0.506,0.592,167,0.731,26.8,62.3,65.6,0.64,0.774
2025-07-14,D437,0.709,0.641,0.388,0.576,167,0.781,25.0,68.5,76.2,0.624,0.878
2025-07-21,D437,0.684,0.597,0.451,0.636,194,0.664,33.1,65.5,83.2,0.646,0.757
2025-07-28,D437,0.695,0.699,0.428,0.489,194,0.65,29.9,67.9,71.3,0.673,0.794
2025-08-04,D437,0.647,0.583,0.463,0.591,210,0.752,32.4,61.6,67.7,0.618,0.795
2025-08-11,D437,0.708,0.643,0.448,0.616,164,0.664,31.5,66.2,63.9,0.598,0.855
2025-08-18,D437,0.738,0.613,0.49,0.537,184,0.711,27.1,73.3,68.0,0.576,0.805
2025-08-25,D437,0.692,0.655,0.496,0.615,191,0.66,31.4,67.0,68.7,0.605,0.803
2025-09-01,D437,0.653,0.618,0.483,0.572,175,0.819,28.3,57.7,79.4,0.619,0.831
2025-03-10,D438,0.464,0.328,0.24,0.344,83,0.374,36.2,72.9,74.0,0.446,0.71
2025-03-17,D438,0.456,0.297,0.201,0.291,79,0.432,37.7,76.3,83.0,0.489,0.657
2025-03-24,D438,0.53,0.323,0.257,0.278,83,0.419,34.5,78.5,87.8,0.484,0.626
2025-03-31,D438,0.421,0.274,0.347,0.347,88,0.444,39.7,74.0,82.1,0.469,0.621
2025-04-07,D438,0.453,0.332,0.24,0.337,82,0.439,39.6,79.4,90.6,0.483,0.564
2025-04-14,D438,0.419,0.407,0.256,0.346,84,0.348,33.5,73.4,82.5,0.462,0.61
2025-04-21,D438,0.527,0.42,0.273,0.213,114,0.404,38.1,83.3,75.1,0.451,0.618
2025-04-28,D438,0.389,0.339,0.268,0.394,74,0.465,38.6,73.3,85.3,0.458,0.638
2025-05-05,D438,0.409,0.391,0.255,0.265,76,0.366,42.8,75.5,94.6,0.502,0.669
2025-05-12,D438,0.466,0.366,0.3,0.299,68,0.466,35.2,77.4,92.4,0.499,0.593
2025-05-19,D438,0.452,0.342,0.236,0.326,93,0.38,34.8,73.1,84.7,0.521,0.629
2025-05-26,D438,0.455,0.348,0.253,0.383,88,0.424,36.3,83.3,76.9,0.512,0.674
2025-06-02,D438,0.455,0.398,0.278,0.24,81,0.383,34.5,80.5,85.5,0.532,0.657
2025-06-09,D438,0.41,0.331,0.19,0.305,96,0.585,34.4,74.7,91.3,0.399,0.637
2025-06-16,D438,0.426,0.333,0.287,0.15,75,0.468,35.1,73.8,87.7,0.434,0.559
2025-06-23,D438,0.506,0.382,0.246,0.28,98,0.405,34.5,81.1,88.0,0.558,0.634
2025-06-30,D438,0.435,0.301,0.217,0.224,115,0.455,41.6,74.0,87.4,0.486,0.529
2025-07-07,D438,0.493,0.496,0.202,0.29,86,0.329,38.8,78.7,91.2,0.456,0.664
2025-07-14,D438,0.453,0.339,0.213,0.353,87,0.356,38.1,76.6,74.0,0.486,0.578
2025-07-21,D438,0.445,0.387,0.165,0.339,80,0.363,38.0,78.2,82.1,0.486,0.631
2025-07-28,D438,0.416,0.31,0.29,0.348,91,0.464,31.7,81.2,92.4,0.488,0.579
2025-08-04,D438,0.429,0.32,0.239,0.248,97,0.408,40.1,85.1,92.1,0.422,0.599
2025-08-11,D438,0.497,0.461,0.247,0.331,75,0.424,42.5,81.3,85.6,0.507,0.576
2025-08-18,D438,0.367,0.249,0.178,0.321,96,0.489,39.2,72.5,85.6,0.451,0.664
2025-08-25,D438,0.516,0.35,0.225,0.236,101,0.413,37.1,83.5,84.8,0.468,0.538
2025-09-01,D438,0.479,0.294,0.258,0.356,94,0.419,36.8,83.5,78.9,0.488,0.678
2025-03-10,D439,0.411,0.315,0.282,0.332,91,0.46,35.8,77.2,80.4,0.485,0.533
2025-03-17,D439,0.456,0.219,0.219,0.397,87,0.442,37.9,79.0,93.3,0.459,0.608
2025-03-24,D439,0.451,0.383,0.258,0.325,96,0.475,36.2,80.6,83.1,0.485,0.583
2025-03-31,D439,0.485,0.381,0.239,0.348,85,0.466,39.7,71.0,85.7,0.531,0.638
2025-04-07,D439,0.484,0.37,0.236,0.285,71,0.54,42.3,76.9,85.5,0.447,0.581
2025-04-14,D439,0.469,0.342,0.177,0.325,79,0.484,40.5,83.2,82.6,0.415,0.547
2025-04-21,D439,0.506,0.331,0.272,0.199,87,0.408,38.5,75.7,90.4,0.499,0.573
2025-04-28,D439,0.418,0.32,0.262,0.291,80,0.422,41.2,78.4,87.2,0.483,0.615
2025-05-05,D439,0.397,0.35,0.285,0.247,90,0.451,35.8,76.4,84.6,0.485,0.733
2025-05-12,D439,0.46,0.347,0.155,0.288,93,0.3,43.8,75.5,89.1,0.417,0.546
2025-05-19,D439,0.455,0.326,0.195,0.32,104,0.414,32.7,80.1,79.5,0.464,0.591
2025-05-26,D439,0.455,0.311,0.219,0.354,96,0.387,45.1,83.1,89.6,0.507,0.481
2025-06-02,D439,0.426,0.336,0.204,0.314,98,0.43,37.0,70.7,78.8,0.448,0.677
2025-06-09,D439,0.445,0.303,0.229,0.334,105,0.415,39.0,84.9,89.7,0.452,0.626
2025-06-16,D439,0.421,0.385,0.29,0.279,73,0.455,38.7,77.1,77.7,0.461,0.59
2025-06-23,D439,0.434,0.334,0.229,0.298,83,0.553,38.7,77.9,84.3,0.496,0.74
2025-06-30,D439,0.429,0.385,0.204,0.277,101,0.477,37.6,73.5,83.5,0.482,0.544
2025-07-07,D439,0.519,0.358,0.239,0.388,96,0.48,39.9,76.0,88.7,0.463,0.615
2025-07-14,D439,0.506,0.364,0.269,0.28,117,0.497,40.2,72.0,82.7,0.454,0.577
2025-07-21,D439,0.505,0.354,0.292,0.296,92,0.383,32.7,77.7,90.7,0.452,0.576
2025-07-28,D439,0.486,0.256,0.26,0.337,71,0.401,36.9,79.0,88.8,0.488,0.622
2025-08-04,D439,0.498,0.362,0.262,0.259,77,0.438,42.7,76.4,86.2,0.498,0.62
2025-08-11,D439,0.475,0.313,0.171,0.286,87,0.503,37.7,79.3,83.3,0.513,0.62
2025-08-18,D439,0.48,0.388,0.28,0.314,98,0.478,39.4,73.8,90.1,0.401,0.621
2025-08-25,D439,0.396,0.428,0.312,0.207,93,0.321,36.1,78.8,89.1,0.478,0.522
2025-09-01,D439,0.479,0.347,0.207,0.315,93,0.467,39.0,76.2,84.0,0.48,0.518
2025-03-10,D440,0.692,0.58,0.418,0.557,186,0.601,30.5,68.0,82.9,0.638,0.856
2025-03-17,D440,0.646,0.694,0.397,0.575,157,0.679,25.2,72.1,64.0,0.64,0.859
2025-03-24,D440,0.678,0.656,0.407,0.633,154,0.739,32.7,67.8,69.2,0.689,0.852
2025-03-31,D440,0.641,0.654,0.502,0.703,162,0.688,28.3,69.8,71.3,0.686,0.867
2025-04-07,D440,0.627,0.659,0.479,0.571,215,0.714,28.4,67.9,74.0,0.623,0.914
2025-04-14,D440,0.724,0.559,0.496,0.632,185,0.689,29.0,71.7,69.6,0.649,0.824
2025-04-21,D440,0.63,0.756,0.411,0.592,198,0.743,31.4,67.6,67.3,0.607,0.775
2025-04-28,D440,0.626,0.597,0.429,0.584,206,0.628,30.0,69.0,74.2,0.587,0.838
2025-05-05,D440,0.638,0.716,0.417,0.613,165,0.633,34.3,65.6,76.7,0.647,0.785
2025-05-12,D440,0.646,0.684,0.503,0.626,191,0.629,30.0,62.0,67.5,0.616,0.816
2025-05-19,D440,0.687,0.598,0.48,0.652,157,0.7,33.9,71.5,74.5,0.644,0.843
2025-05-26,D440,0.65,0.643,0.508,0.63,158,0.678,28.2,63.0,82.8,0.6,0.832
2025-06-02,D440,0.621,0.66,0.484,0.576,216,0.743,33.9,57.3,64.9,0.676,0.821
2025-06-09,D440,0.679,0.638,0.473,0.646,160,0.698,32.9,71.2,70.6,0.596,0.831
2025-06-16,D440,0.646,0.676,0.469,0.618,168,0.713,28.2,61.6,75.0,0.629,0.766
2025-06-23,D440,0.612,0.65,0.455,0.641,178,0.704,28.6,68.4,72.1,0.675,0.723
2025-06-30,D440,0.724,0.58,0.479,0.613,190,0.709,33.8,72.6,83.8,0.659,0.842
2025-07-07,D440,0.617,0.643,0.454,0.556,163,0.699,30.7,67.4,75.2,0.66,0.859
2025-07-14,D440,0.626,0.653,0.415,0.549,149,0.708,32.7,71.0,71.5,0.608,0.905
2025-07-21,D440,0.653,0.717,0.492,0.557,177,0.762,34.9,77.4,74.5,0.639,0.755
2025-07-28,D440,0.621,0.741,0.417,0.571,182,0.678,31.8,74.3,72.0,0.677,0.925
2025-08-04,D440,0.665,0.635,0.419,0.523,151,0.675,27.8,69.9,74.5,0.628,0.76
2025-08-11,D440,0.619,0.605,0.46,0.657,198,0.697,31.2,66.7,66.0,0.63,0.794
2025-08-18,D440,0.736,0.647,0.392,0.594,126,0.626,33.3,72.1,68.2,0.696,0.733
2025-08-25,D440,0.622,0.663,0.499,0.644,225,0.7,37.0,66.8,69.3,0.644,0.795
2025-09-01,D440,0.661,0.662,0.42,0.696,156,0.738,34.1,72.9,75.3,0.635,0.889
2025-03-10,D441,0.571,0.503,0.324,0.313,141,0.572,32.6,76.8,79.1,0.602,0.744
2025-03-17,D441,0.542,0.436,0.323,0.42,149,0.599,34.6,74.3,84.4,0.56,0.681
2025-03-24,D441,0.54,0.569,0.402,0.501,115,0.586,29.6,72.5,72.4,0.546,0.739
2025-03-31,D441,0.488,0.532,0.318,0.427,156,0.65,36.7,70.0,70.7,0.557,0.74
2025-04-07,D441,0.581,0.468,0.385,0.494,121,0.609,29.4,72.0,73.7,0.579,0.607
2025-04-14,D441,0.573,0.441,0.412,0.405,141,0.635,31.4,78.4,78.0,0.532,0.73
2025-04-21,D441,0.608,0.481,0.365,0.449,140,0.56,30.6,66.7,83.7,0.559,0.71
2025-04-28,D441,0.534,0.462,0.365,0.371,129,0.598,37.0,73.2,88.0,0.558,0.77
2025-05-05,D441,0.665,0.564,0.384,0.44,159,0.521,30.6,72.1,81.7,0.545,0.789
2025-05-12,D441,0.553,0.458,0.398,0.485,153,0.531,30.8,72.3,74.2,0.589,0.663
2025-05-19,D441,0.607,0.455,0.308,0.419,110,0.547,28.8,72.9,81.7,0.566,0.807
2025-05-26,D441,0.593,0.462,0.433,0.38,142,0.556,34.8,74.1,74.7,0.549,0.68
2025-06-02,D441,0.518,0.537,0.354,0.388,129,0.588,33.1,70.5,82.8,0.52,0.765
2025-06-09,D441,0.543,0.51,0.351,0.507,153,0.607,34.5,73.9,83.5,0.528,0.724
2025-06-16,D441,0.5,0.562,0.289,0.47,175,0.608,37.0,78.6,81.1,0.576,0.721
2025-06-23,D441,0.529,0.443,0.294,0.504,127,0.6,32.4,69.9,78.3,0.53,0.775
2025-06-30,D441,0.597,0.425,0.373,0.481,150,0.671,36.1,76.7,71.6,0.54,0.686
2025-07-07,D441,0.495,0.59,0.3,0.573,131,0.616,37.0,66.7,74.8,0.537,0.692
2025-07-14,D441,0.537,0.459,0.316,0.446,140,0.627,31.6,72.7,80.1,0.544,0.703
2025-07-21,D441,0.546,0.428,0.31,0.481,139,0.602,31.3,69.4,79.2,0.524,0.805
2025-07-28,D441,0.501,0.519,0.311,0.41,154,0.555,39.2,71.8,69.6,0.558,0.751
2025-08-04,D441,0.531,0.501,0.346,0.397,142,0.642,30.8,64.4,78.2,0.57,0.678
2025-08-11,D441,0.535,0.526,0.417,0.501,138,0.636,28.8,65.0,72.2,0.58,0.722
2025-08-18,D441,0.571,0.524,0.373,0.43,139,0.559,31.1,70.2,78.1,0.519,0.73
2025-08-25,D441,0.517,0.526,0.263,0.46,149,0.629,30.3,70.1,73.8,0.563,0.675
2025-09-01,D441,0.556,0.509,0.36,0.363,145,0.529,31.5,76.5,78.8,0.513,0.773
2025-03-10,D442,0.619,0.514,0.342,0.394,140,0.493,29.4,79.9,80.0,0.588,0.706
2025-03-17,D442,0.565,0.5,0.297,0.529,151,0.652,33.4,68.0,87.4,0.61,0.774
2025-03-24,D442,0.555,0.483,0.299,0.4,144,0.655,33.5,76.9,83.9,0.564,0.674
2025-03-31,D442,0.566,0.485,0.288,0.448,148,0.549,31.9,71.7,76.4,0.605,0.784
2025-04-07,D442,0.563,0.504,0.405,0.39,137,0.609,38.1,72.3,84.2,0.517,0.671
2025-04-14,D442,0.597,0.463,0.35,0.439,149,0.609,31.1,76.6,74.6,0.516,0.73
2025-04-21,D442,0.547,0.441,0.35,0.424,117,0.526,34.4,82.5,73.0,0.552,0.695
2025-04-28,D442,0.594,0.523,0.345,0.436,118,0.578,29.2,67.2,76.2,0.597,0.773
2025-05-05,D442,0.52,0.483,0.427,0.459,116,0.61,38.0,65.7,73.2,0.574,0.68
2025-05-12,D442,0.515,0.519,0.378,0.409,133,0.606,30.2,69.3,74.1,0.577,0.628
2025-05-19,D442,0.553,0.453,0.347,0.448,139,0.614,31.0,70.1,71.2,0.542,0.7
2025-05-26,D442,0.509,0.467,0.323,0.512,114,0.67,32.7,69.4,79.3,0.503,0.751
2025-06-02,D442,0.56,0.514,0.41,0.459,142,0.58,28.8,73.0,91.8,0.562,0.736
2025-06-09,D442,0.602,0.53,0.338,0.402,159,0.61,34.2,70.8,79.1,0.535,0.726
2025-06-16,D442,0.58,0.553,0.316,0.419,149,0.623,34.4,70.9,82.0,0.553,0.671
2025-06-23,D442,0.488,0.539,0.389,0.486,124,0.558,30.3,78.1,75.2,0.543,0.648
2025-06-30,D442,0.523,0.489,0.34,0.424,133,0.53,31.0,73.0,77.1,0.579,0.695
2025-07-07,D442,0.566,0.472,0.329,0.378,129,0.611,33.0,71.2,81.7,0.571,0.725
2025-07-14,D442,0.548,0.503,0.387,0.477,127,0.627,31.0,71.4,69.2,0.576,0.762
2025-07-21,D442,0.586,0.643,0.384,0.376,149,0.555,30.9,68.2,77.1,0.576,0.72
